Main.Studies.MarkerTracking.t,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_TrunkFull.PelvisPosX,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_TrunkFull.PelvisPosY,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_TrunkFull.PelvisPosZ,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_TrunkFull.PelvisRotVec[0],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_TrunkFull.PelvisRotVec[1],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_TrunkFull.PelvisRotVec[2],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_TrunkFull.SacrumPelvis[0],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_TrunkFull.SacrumPelvis[1],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_TrunkFull.SacrumPelvis[2],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_TrunkFull.L5Sacrum[0],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_TrunkFull.L5Sacrum[1],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_TrunkFull.L5Sacrum[2],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_TrunkFull.L4L5[0],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_TrunkFull.L4L5[1],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_TrunkFull.L4L5[2],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_TrunkFull.L3L4[0],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_TrunkFull.L3L4[1],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_TrunkFull.L3L4[2],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_TrunkFull.L2L3[0],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_TrunkFull.L2L3[1],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_TrunkFull.L2L3[2],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_TrunkFull.L1L2[0],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_TrunkFull.L1L2[1],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_TrunkFull.L1L2[2],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_TrunkFull.T12L1[0],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_TrunkFull.T12L1[1],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_TrunkFull.T12L1[2],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_TrunkFull.T1C7[0],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_TrunkFull.T1C7[1],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_TrunkFull.T1C7[2],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_TrunkFull.C7C6[0],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_TrunkFull.C7C6[1],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_TrunkFull.C7C6[2],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_TrunkFull.C6C5[0],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_TrunkFull.C6C5[1],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_TrunkFull.C6C5[2],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_TrunkFull.C5C4[0],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_TrunkFull.C5C4[1],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_TrunkFull.C5C4[2],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_TrunkFull.C4C3[0],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_TrunkFull.C4C3[1],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_TrunkFull.C4C3[2],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_TrunkFull.C3C2[0],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_TrunkFull.C3C2[1],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_TrunkFull.C3C2[2],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_TrunkFull.C2C1,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_TrunkFull.C1C0
  7.000000000000000e-01,  1.558677561205501e-01, -3.384462966755550e-01,  1.455716601332912e-01, -1.190431450296143e+00, -2.166604103722647e+00,  5.581402460229736e-01,  4.496407155056220e-15,  1.110223988902770e-16, -4.565637390407046e-03,  1.310074851057505e-14, -6.097954338502835e-14, -1.462907089173698e-02,  2.459212381367002e-14, -1.333414930032402e-13, -2.583329176264447e-02,  3.491852414681643e-14, -2.086229153318540e-13, -3.716908540197106e-02,  4.541247155744218e-14, -2.829119254972193e-13, -4.794700073660865e-02,  5.490840466468524e-14, -3.521022268791039e-13, -5.867472732806450e-02,  6.112829247409401e-14, -4.249832104840624e-13, -6.425392802548220e-02, -3.996859512082572e-15, -1.110238753356270e-16,  1.843933254003875e-02, -3.608275948407879e-15, -8.326790650172027e-17,  1.843933254003864e-02, -4.107883387418200e-15, -7.216551896815757e-16,  1.843933254003858e-02, -2.997644634061930e-15,  1.360042472861431e-15,  1.843933254003814e-02, -3.719299823743506e-15, -4.440955013425081e-16,  1.843933254003818e-02, -4.163395325086013e-15, -4.996074390103216e-16,  1.843933254003890e-02,  1.831867990631508e-15,  5.911937606128957e-15
  7.100000000000000e-01,  1.553935028880045e-01, -3.392828305223791e-01,  1.438749421112996e-01, -1.189823359647104e+00, -2.159951125341912e+00,  5.565471237065596e-01,  3.719250362824280e-15, -9.992015900124932e-16, -4.565637390406713e-03,  1.348933003419380e-14, -5.948072893678459e-14, -1.462907089173540e-02,  2.137238751300893e-14, -1.341741834258249e-13, -2.583329176264155e-02,  3.236486419331317e-14, -2.075403855689559e-13, -3.716908540196687e-02,  4.202596695474784e-14, -2.817460796503901e-13, -4.794700073660395e-02,  5.013376078079958e-14, -3.507697681208103e-13, -5.867472732805841e-02,  5.518757740167978e-14, -4.248444087300339e-13, -6.425392802547486e-02,  1.887405880705659e-15,  1.471066348197058e-15,  1.843933254003571e-02,  8.881910026850162e-16,  7.771671273493892e-16,  1.843933254003574e-02,  6.661432520137623e-16, -1.249018597525804e-15,  1.843933254003662e-02,  3.885835636746945e-16, -1.276774566359711e-15,  1.843933254003601e-02,  2.109453631376913e-15,  2.414769288549888e-15,  1.843933254003585e-02,  1.665358130034406e-16, -9.437029403528299e-16,  1.843933254003605e-02, -4.996003610813205e-16, -1.415534356397075e-15
  7.200000000000000e-01,  1.558472300659937e-01, -3.396826995484062e-01,  1.422765942558276e-01, -1.186757866343749e+00, -2.152242053862989e+00,  5.586211614131436e-01,  4.996007950062467e-15,  9.159347908447856e-16, -4.565637390406796e-03,  1.204602723218130e-14, -6.109056667749085e-14, -1.462907089173501e-02,  2.226059063043268e-14, -1.327863660548503e-13, -2.583329176264236e-02,  3.286449331465077e-14, -2.077902001296247e-13, -3.716908540196646e-02,  4.169286814136806e-14, -2.821902114015631e-13, -4.794700073660325e-02,  5.091102838980422e-14, -3.506864894484170e-13, -5.867472732805942e-02,  5.579830511940461e-14, -4.244557638187544e-13, -6.425392802547467e-02,  6.106313143459487e-16,  1.942917818373473e-16,  1.843933254003664e-02,  9.437029403528297e-16,  5.551193766781352e-16,  1.843933254003543e-02,  5.551193766781350e-17, -1.026970846854550e-15,  1.843933254003634e-02,  1.387798441695337e-15,  9.159469715189229e-16,  1.843933254003601e-02,  7.216551896815755e-16,  1.110238753356270e-16,  1.843933254003596e-02, -1.110238753356270e-16, -5.273634078442283e-16,  1.843933254003629e-02,  4.718447854656916e-16, -2.026157019940911e-15
  7.300000000000000e-01,  1.568957532210097e-01, -3.397475118484063e-01,  1.408993925218640e-01, -1.182338854820091e+00, -2.144218257425355e+00,  5.632306973170900e-01,  3.996806360049973e-15,  3.330671966708311e-16, -4.565637390406186e-03,  1.204602723218129e-14, -6.250611365638772e-14, -1.462907089173504e-02,  2.287123027366150e-14, -1.325088025806554e-13, -2.583329176264213e-02,  3.292000766146605e-14, -2.079012288232552e-13, -3.716908540196714e-02,  4.247009870592085e-14, -2.815795302437001e-13, -4.794700073660396e-02,  5.174381511373777e-14, -3.506864894484170e-13, -5.867472732805874e-02,  5.557622231295923e-14, -4.249832104840624e-13, -6.425392802547518e-02,  3.885835636746946e-16,  3.330716260068811e-16,  1.843933254003621e-02,  8.326790650172027e-16,  1.720870067702219e-15,  1.843933254003579e-02, -7.216551896815757e-16, -2.053941693709100e-15,  1.843933254003679e-02,  3.885835636746946e-16,  1.193506659857991e-15,  1.843933254003568e-02,  5.551193766781352e-17, -1.360042472861431e-15,  1.843933254003665e-02, -1.110238753356270e-16,  1.387798441695338e-16,  1.843933254003571e-02, -6.661338147750938e-16, -1.831867990631508e-15
  7.400000000000000e-01,  1.582545362023417e-01, -3.395774192317915e-01,  1.398123258462916e-01, -1.177466191111533e+00, -2.136389453702444e+00,  5.693860930626502e-01,  3.275160767263173e-15, -1.609824783909017e-15, -4.565637390407129e-03,  1.326728344926880e-14, -5.909214741316584e-14, -1.462907089173534e-02,  2.248264140978862e-14, -1.337023255196935e-13, -2.583329176264203e-02,  3.275346462102018e-14, -2.080955290371088e-13, -3.716908540196726e-02,  4.308077986378378e-14, -2.816905631814934e-13, -4.794700073660406e-02,  5.168829599880887e-14, -3.506309703334880e-13, -5.867472732805930e-02,  5.657559494196348e-14, -4.245668052219771e-13, -6.425392802547478e-02,  2.220477506712541e-16,  4.996074390103216e-16,  1.843933254003588e-02, -2.220477506712541e-16,  1.387798441695338e-16,  1.843933254003618e-02, -5.551193766781352e-16, -7.494111585154825e-16,  1.843933254003663e-02,  2.220477506712541e-16,  7.494111585154826e-16,  1.843933254003555e-02, -4.440955013425081e-16, -8.326790650172027e-17,  1.843933254003638e-02, -5.551193766781351e-16, -6.938992208476687e-16,  1.843933254003679e-02,  1.110223024625157e-15, -9.992007221626409e-16
  7.500000000000000e-01,  1.596783809905641e-01, -3.392753547944004e-01,  1.390325945995909e-01, -1.172852760555690e+00, -2.129027631628699e+00,  5.762381026400714e-01,  5.273563947288159e-15, -1.110223988902770e-16, -4.565637390407017e-03,  1.682002880806881e-14, -5.950848475990022e-14, -1.462907089173748e-02,  2.803391089368704e-14, -1.340631580361470e-13, -2.583329176264630e-02,  4.185781749872749e-14, -2.092335731468221e-13, -3.716908540197242e-02,  5.373994189193647e-14, -2.830784749039091e-13, -4.794700073661069e-02,  6.434665420259879e-14, -3.539898767866867e-13, -5.867472732806752e-02,  7.195482928830686e-14, -4.261213848670950e-13, -6.425392802548484e-02, -1.393349635462119e-14, -1.221262628691897e-15,  1.843933254003968e-02, -1.321184116493962e-14, -8.326790650172027e-17,  1.843933254003954e-02, -1.332286504027524e-14,  3.608275948407878e-16,  1.843933254003932e-02, -1.348940085327868e-14, -1.193506659857991e-15,  1.843933254003962e-02, -1.354491279094650e-14, -1.110238753356270e-16,  1.843933254003921e-02, -1.415554410529244e-14, -7.216551896815755e-16,  1.843933254003979e-02,  2.026157019940911e-15,  7.771561172376097e-15
  7.600000000000000e-01,  1.609777741611300e-01, -3.389376650710501e-01,  1.385374119518648e-01, -1.168984441375543e+00, -2.122254337515125e+00,  5.830908954300700e-01,  5.051519149507605e-15, -8.326679916770777e-17, -4.565637390406824e-03,  1.576530752967506e-14, -6.078525262321898e-14, -1.462907089173679e-02,  2.897762670594977e-14, -1.326475843177528e-13, -2.583329176264589e-02,  3.980378666656182e-14, -2.105381602969815e-13, -3.716908540197151e-02,  5.290719485848704e-14, -2.831339913728058e-13, -4.794700073660967e-02,  6.406905862795427e-14, -3.519079099768528e-13, -5.867472732806683e-02,  6.990056332868698e-14, -4.268986746896539e-13, -6.425392802548306e-02, -1.204609047391553e-14, -2.498037195051608e-16,  1.843933254003918e-02, -1.321184116493962e-14, -1.582090223532685e-15,  1.843933254003896e-02, -1.160199497257302e-14,  5.551193766781352e-16,  1.843933254003901e-02, -1.204609047391553e-14, -4.440955013425082e-16,  1.843933254003885e-02, -1.237916209992241e-14,  5.273634078442284e-16,  1.843933254003849e-02, -1.204609047391553e-14, -8.049230961832960e-16,  1.843933254003965e-02,  2.109423746787797e-15,  7.022160630754115e-15
  7.700000000000000e-01,  1.620225588035458e-01, -3.386437143113880e-01,  1.382736688227390e-01, -1.166125250165822e+00, -2.116162345602860e+00,  5.893637543618925e-01,  7.660545523429115e-15,  3.053115969482618e-16, -4.565637390407546e-03,  2.348142635581884e-14, -6.042442692271585e-14, -1.462907089173751e-02,  4.002465297890764e-14, -1.346182849845368e-13, -2.583329176264536e-02,  5.773492068789998e-14, -2.114819041928414e-13, -3.716908540197201e-02,  7.500274947934521e-14, -2.858820565831889e-13, -4.794700073660992e-02,  9.205069255212147e-14, -3.534069260799332e-13, -5.867472732806760e-02,  1.004924699165397e-13, -4.296469494194156e-13, -6.425392802548356e-02, -3.996859512082573e-14, -2.581305101553328e-15,  1.843933254003893e-02, -3.946898768181541e-14, -1.193506659857991e-15,  1.843933254003948e-02, -4.002410705849354e-14, -2.747840914556768e-15,  1.843933254003965e-02, -3.874733249213384e-14, -1.665358130034405e-16,  1.843933254003885e-02, -4.024615480916480e-14, -2.942132696394116e-15,  1.843933254003968e-02, -3.941347574414760e-14, -1.748626036536126e-15,  1.843933254003979e-02,  6.106226635438361e-15,  7.743805596760467e-15
  7.800000000000000e-01,  1.627857128344955e-01, -3.384321542091080e-01,  1.381636913155239e-01, -1.164227113683454e+00, -2.110782096970648e+00,  5.947475819980359e-01,  8.382191116215916e-15,  2.081669979192695e-15, -4.565637390408295e-03,  2.203812355380633e-14, -6.369961405035960e-14, -1.462907089173773e-02,  4.274477502601785e-14, -1.337578382145325e-13, -2.583329176264843e-02,  5.895623631783634e-14, -2.123978909152936e-13, -3.716908540197429e-02,  7.589101298169128e-14, -2.885190888557788e-13, -4.794700073661286e-02,  9.510424387321118e-14, -3.546283466083692e-13, -5.867472732807190e-02,  1.027132979809936e-13, -4.323119430967603e-13, -6.425392802548849e-02, -4.191151293919920e-14, -4.996074390103216e-16,  1.843933254004090e-02, -4.257765619121297e-14, -9.992148780206433e-16,  1.843933254004084e-02, -4.296623975488767e-14, -1.942917818373473e-15,  1.843933254004065e-02, -4.235560844054171e-14, -2.192721537878634e-15,  1.843933254004107e-02, -4.218907262753827e-14, -6.383872831798554e-16,  1.843933254004029e-02, -4.235560844054171e-14, -1.110238753356270e-15,  1.843933254004115e-02,  7.743805596760467e-15,  1.243449787580175e-14
  7.900000000000000e-01,  1.632195554898909e-01, -3.383465541575118e-01,  1.381303143230105e-01, -1.163286726350500e+00, -2.106079298446753e+00,  5.989597140721263e-01,  5.051519149507605e-15, -3.330671966708311e-16, -4.565637390406824e-03,  1.476609789751256e-14, -6.023013616090647e-14, -1.462907089173654e-02,  2.753429664013618e-14, -1.332027112661427e-13, -2.583329176264383e-02,  3.874901407707133e-14, -2.092890874936374e-13, -3.716908540196931e-02,  5.096411844710503e-14, -2.828286507938742e-13, -4.794700073660702e-02,  6.118206465165130e-14, -3.528239753731798e-13, -5.867472732806310e-02,  6.745765245778767e-14, -4.251220122380907e-13, -6.425392802547984e-02, -1.010317265554206e-14, -7.216551896815757e-16,  1.843933254003843e-02, -9.492541341196111e-15,  2.775596883390676e-16,  1.843933254003762e-02, -9.936636842538619e-15, -3.330716260068811e-16,  1.843933254003718e-02, -9.381517465860484e-15,  8.326790650172027e-17,  1.843933254003776e-02, -1.004766071787425e-14, -8.881910026850162e-16,  1.843933254003743e-02, -1.010317265554206e-14, -3.885835636746945e-16,  1.843933254003818e-02,  2.747801985947262e-15,  3.053113317719180e-15
  7.999999999999999e-01,  1.632552532878476e-01, -3.384362889863682e-01,  1.380873584883485e-01, -1.163347626449244e+00, -2.101937283610121e+00,  6.017191595003967e-01,  5.495608745068713e-15,  1.110223988902770e-16, -4.565637390407018e-03,  1.482160954374381e-14, -6.064647350764085e-14, -1.462907089173590e-02,  2.747878394529720e-14, -1.320647010219435e-13, -2.583329176264380e-02,  3.813835626210316e-14, -2.098719881351980e-13, -3.716908540196876e-02,  5.024240435144885e-14, -2.835226066550821e-13, -4.794700073660577e-02,  6.101550730686460e-14, -3.523520628962841e-13, -5.867472732806180e-02,  6.762421456262171e-14, -4.244557638187545e-13, -6.425392802547876e-02, -1.004766071787425e-14, -1.332286504027524e-15,  1.843933254003776e-02, -9.159469715189229e-15, -1.387798441695338e-16,  1.843933254003679e-02, -8.881910026850163e-15,  1.221262628691897e-15,  1.843933254003704e-02, -9.992148780206432e-15, -1.332286504027524e-15,  1.843933254003751e-02, -9.326005528192670e-15,  3.885835636746946e-16,  1.843933254003710e-02, -1.038073234388113e-14, -2.609061070387235e-15,  1.843933254003790e-02,  2.636779683484747e-15,  1.498801083243961e-15
  8.100000000000001e-01,  1.628699093131004e-01, -3.387301387642099e-01,  1.379402637878009e-01, -1.164332689257088e+00, -2.098128596052061e+00,  6.029236664061332e-01,  4.440895955611082e-15,  2.775559972256926e-16, -4.565637390406824e-03,  1.476609789751256e-14, -6.164568313980335e-14, -1.462907089173543e-02,  2.697916969174633e-14, -1.321757264116215e-13, -2.583329176264349e-02,  3.897107146433250e-14, -2.094001161872681e-13, -3.716908540196813e-02,  5.013137141365559e-14, -2.829119254972192e-13, -4.794700073660493e-02,  6.145966022629583e-14, -3.512971997126349e-13, -5.867472732806146e-02,  6.679140403845151e-14, -4.265100297783744e-13, -6.425392802547714e-02, -9.048445839853604e-15,  6.661432520137621e-16,  1.843933254003640e-02, -1.021419653087769e-14, -2.303745413214261e-15,  1.843933254003743e-02, -9.103957777521416e-15, -2.220477506712541e-16,  1.843933254003671e-02, -8.548838400843281e-15,  1.082482784522364e-15,  1.843933254003674e-02, -1.021419653087769e-14, -1.665358130034406e-15,  1.843933254003693e-02, -8.215766774836402e-15,  1.276774566359711e-15,  1.843933254003668e-02,  1.942890293094024e-16,  5.273559366969494e-16
  8.200000000000001e-01,  1.620518999913526e-01, -3.392478947185184e-01,  1.376020789618345e-01, -1.166148880106214e+00, -2.094394430696906e+00,  6.025380921540715e-01,  5.051519149507605e-15,  4.996007950062466e-16, -4.565637390406991e-03,  1.509916777490006e-14, -6.003584539909710e-14, -1.462907089173601e-02,  2.697916969174633e-14, -1.329806604867867e-13, -2.583329176264302e-02,  3.869349973025604e-14, -2.094556305340833e-13, -3.716908540196806e-02,  4.968723966248257e-14, -2.838279472340135e-13, -4.794700073660452e-02,  6.095998819193570e-14, -3.513249592700994e-13, -5.867472732806075e-02,  6.745765245778767e-14, -4.246778466251999e-13, -6.425392802547715e-02, -8.992933902185792e-15,  1.665358130034406e-16,  1.843933254003693e-02, -9.881124904870803e-15, -1.998429756041286e-15,  1.843933254003721e-02, -9.214981652857041e-15,  4.163395325086013e-16,  1.843933254003609e-02, -8.215766774836401e-15,  4.440955013425081e-16,  1.843933254003688e-02, -9.659077154199552e-15,  5.551193766781352e-17,  1.843933254003663e-02, -8.992933902185790e-15, -5.828753455120419e-16,  1.843933254003649e-02, -3.608224830031758e-16, -5.273559366969494e-16
  8.300000000000000e-01,  1.608171554403254e-01, -3.399937204527871e-01,  1.370015943830671e-01, -1.168657536898484e+00, -2.090447738686191e+00,  6.006445937589650e-01,  4.662940753391636e-15, -8.881791911222163e-16, -4.565637390406546e-03,  1.476609789751256e-14, -6.000808957598149e-14, -1.462907089173576e-02,  2.792288550400907e-14, -1.321202137167825e-13, -2.583329176264313e-02,  3.824938495573374e-14, -2.094278733606757e-13, -3.716908540196804e-02,  5.013137141365561e-14, -2.838279472340136e-13, -4.794700073660453e-02,  6.140414111136693e-14, -3.513527188275639e-13, -5.867472732806055e-02,  6.729109035295363e-14, -4.257049796050099e-13, -6.425392802547629e-02, -9.548053278863925e-15,  2.220477506712541e-16,  1.843933254003621e-02, -9.936636842538619e-15, -1.471066348197058e-15,  1.843933254003724e-02, -9.492541341196111e-15, -2.775596883390676e-16,  1.843933254003635e-02, -8.881910026850163e-15,  1.110238753356270e-16,  1.843933254003685e-02, -9.437029403528297e-15, -4.163395325086014e-16,  1.843933254003654e-02, -1.015868459320987e-14, -9.714589091867365e-16,  1.843933254003663e-02,  1.360023205165817e-15, -2.775557561562891e-17
  8.400000000000000e-01,  1.592114861438929e-01, -3.409535495138412e-01,  1.360946229680642e-01, -1.171680667889967e+00, -2.086011590274036e+00,  5.974482532824765e-01,  4.274362357275666e-15, -6.106231938965237e-16, -4.565637390406852e-03,  1.543223765228755e-14, -6.075749680010334e-14, -1.462907089173532e-02,  2.808942358852602e-14, -1.322589954538799e-13, -2.583329176264374e-02,  3.908210015796306e-14, -2.091780588000068e-13, -3.716908540196795e-02,  5.068653610262189e-14, -2.839389801718068e-13, -4.794700073660531e-02,  6.195933226065595e-14, -3.507420085633459e-13, -5.867472732806177e-02,  6.784629736906711e-14, -4.256772192542042e-13, -6.425392802547687e-02, -9.270493590524857e-15,  6.383872831798554e-16,  1.843933254003649e-02, -1.110238753356270e-14, -1.387798441695338e-15,  1.843933254003724e-02, -1.004766071787425e-14, -8.881910026850162e-16,  1.843933254003663e-02, -9.881124904870805e-15, -1.942917818373473e-16,  1.843933254003696e-02, -1.054726815688457e-14, -6.938992208476689e-16,  1.843933254003693e-02, -9.992148780206432e-15,  4.163395325086014e-16,  1.843933254003707e-02,  8.326672684688674e-16,  3.608224830031759e-16
  8.500000000000001e-01,  1.573254337798309e-01, -3.420866824501392e-01,  1.348736652750423e-01, -1.174968985371379e+00, -2.080919140260881e+00,  5.932719393645279e-01,  5.329075146733298e-15,  2.220447977805541e-16, -4.565637390407018e-03,  1.576530752967506e-14, -6.036891527648460e-14, -1.462907089173612e-02,  2.731224586078025e-14, -1.341464270784054e-13, -2.583329176264314e-02,  4.030341578789942e-14, -2.086784296786693e-13, -3.716908540196932e-02,  5.118618432269154e-14, -2.846051777985664e-13, -4.794700073660555e-02,  6.429113508766989e-14, -3.499092218394123e-13, -5.867472732806255e-02,  6.856806649001463e-14, -4.263712280243460e-13, -6.425392802547862e-02, -1.104687559589489e-14, -3.885835636746946e-16,  1.843933254003743e-02, -1.149097109723740e-14, -1.942917818373473e-16,  1.843933254003732e-02, -1.154648303490521e-14, -1.249018597525804e-15,  1.843933254003765e-02, -1.137994722190177e-14, -4.718514701764148e-16,  1.843933254003749e-02, -1.126892334656614e-14, -4.440955013425080e-16,  1.843933254003682e-02, -1.054726815688457e-14,  8.881910026850162e-16,  1.843933254003688e-02,  3.053113317719180e-16,  2.248201624865942e-15
  8.600000000000000e-01,  1.552998186784477e-01, -3.433226784547084e-01,  1.333723863065882e-01, -1.178191855146183e+00, -2.075203560572377e+00,  5.885239144636500e-01,  5.273563947288159e-15,  4.440895955611081e-16, -4.565637390407018e-03,  1.643144728445006e-14, -5.998033375286584e-14, -1.462907089173654e-02,  2.786737280917009e-14, -1.343684778577614e-13, -2.583329176264419e-02,  4.074753056242173e-14, -2.091780588000069e-13, -3.716908540196924e-02,  5.301822779628030e-14, -2.823845190427013e-13, -4.794700073660734e-02,  6.479080712203001e-14, -3.515192761723505e-13, -5.867472732806357e-02,  7.101097736091394e-14, -4.258715417098439e-13, -6.425392802547954e-02, -1.310081728960399e-14, -8.049230961832960e-16,  1.843933254003762e-02, -1.204609047391553e-14,  6.661432520137621e-16,  1.843933254003799e-02, -1.265672178826148e-14, -1.110238753356270e-15,  1.843933254003787e-02, -1.304530535193618e-14, -9.714589091867367e-16,  1.843933254003799e-02, -1.298979341426836e-14, -1.137994722190177e-15,  1.843933254003779e-02, -1.204609047391553e-14, -2.498037195051608e-16,  1.843933254003782e-02,  1.221245327087672e-15,  3.469446951953613e-15
  8.700000000000000e-01,  1.533021025704968e-01, -3.445721427490546e-01,  1.316639926405341e-01, -1.181005837866432e+00, -2.069088536482745e+00,  5.836448055452034e-01,  6.050720739520099e-15,  1.165735188347909e-15, -4.565637390407573e-03,  1.576530752967506e-14, -6.100729920814398e-14, -1.462907089173618e-02,  2.903313940078875e-14, -1.326753406651723e-13, -2.583329176264496e-02,  4.191333184554277e-14, -2.091503016265992e-13, -3.716908540197014e-02,  5.274064545179715e-14, -2.847717272052563e-13, -4.794700073660739e-02,  6.662293791468382e-14, -3.502145769715213e-13, -5.867472732806457e-02,  7.134410157058203e-14, -4.267321125848198e-13, -6.425392802548063e-02, -1.315632922727180e-14,  3.885835636746946e-16,  1.843933254003829e-02, -1.421105604296026e-14, -1.443310379363151e-15,  1.843933254003846e-02, -1.282325760126492e-14, -4.163395325086014e-16,  1.843933254003787e-02, -1.393349635462119e-14, -6.106313143459487e-16,  1.843933254003832e-02, -1.387798441695338e-14, -1.665358130034406e-16,  1.843933254003816e-02, -1.376696054161775e-14, -1.304530535193618e-15,  1.843933254003815e-02,  3.386180225106727e-15,  4.801714581503803e-15
  8.800000000000000e-01,  1.514878685055138e-01, -3.457454420207098e-01,  1.298515677647788e-01, -1.183154170500481e+00, -2.062893921285490e+00,  5.790522300949240e-01,  4.551918354501360e-15, -9.436903905673550e-16, -4.565637390406547e-03,  1.659798222314381e-14, -5.973053134482523e-14, -1.462907089173715e-02,  2.919967748530571e-14, -1.340909143835664e-13, -2.583329176264488e-02,  4.158024576465106e-14, -2.090670301063763e-13, -3.716908540197035e-02,  5.385097482972973e-14, -2.832172660761508e-13, -4.794700073660838e-02,  6.651189968482601e-14, -3.511306423678482e-13, -5.867472732806465e-02,  7.189930858669551e-14, -4.260103434638723e-13, -6.425392802548148e-02, -1.387798441695338e-14, -1.026970846854550e-15,  1.843933254003885e-02, -1.365593666628213e-14, -4.718514701764148e-16,  1.843933254003826e-02, -1.348940085327868e-14, -3.885835636746946e-16,  1.843933254003832e-02, -1.454412766896714e-14, -8.326790650172027e-16,  1.843933254003807e-02, -1.376696054161775e-14, -5.273634078442284e-16,  1.843933254003843e-02, -1.354491279094650e-14, -5.828753455120419e-16,  1.843933254003840e-02,  1.693090112553363e-15,  5.107025913275719e-15
  8.899999999999999e-01,  1.499687093342516e-01, -3.467712564870807e-01,  1.280477340068747e-01, -1.184526184856052e+00, -2.056926044231569e+00,  5.750809564180093e-01,  4.996007950062467e-15, -4.996007950062466e-16, -4.565637390406852e-03,  1.715309868545632e-14, -5.953624058301586e-14, -1.462907089173685e-02,  2.853352514723791e-14, -1.337855945619520e-13, -2.583329176264442e-02,  4.108061664331346e-14, -2.082620720775547e-13, -3.716908540197057e-02,  5.279616192069376e-14, -2.839667384062552e-13, -4.794700073660771e-02,  6.617878499525258e-14, -3.505199321036302e-13, -5.867472732806481e-02,  7.151066367541607e-14, -4.252330536413134e-13, -6.425392802548170e-02, -1.298979341426836e-14, -5.828753455120419e-16,  1.843933254003857e-02, -1.343388891561087e-14, -1.193506659857991e-15,  1.843933254003801e-02, -1.293428147660055e-14, -3.053156571729744e-16,  1.843933254003843e-02, -1.254569791292585e-14,  9.714589091867365e-16,  1.843933254003843e-02, -1.426656798062807e-14, -2.858864789892396e-15,  1.843933254003843e-02, -1.276774566359711e-14, -2.220477506712541e-16,  1.843933254003851e-02,  1.026956297778270e-15,  4.635181127810029e-15
