Main.Studies.MarkerTracking.t,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.CMC1Flexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.CMC1Abduction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.MCP1Flexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.MCP1Abduction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.DIPFlexion1,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.CMC2Flexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.CMC2Abduction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.MCP2Flexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.MCP2Abduction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.PIP2Flexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.DIP2Flexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.CMC3Flexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.CMC3Abduction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.MCP3Flexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.MCP3Abduction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.PIP3Flexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.DIP3Flexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.CMC4Flexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.CMC4Abduction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.MCP4Flexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.MCP4Abduction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.PIP4Flexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.DIP4Flexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.CMC5Flexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.CMC5Abduction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.MCP5Flexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.MCP5Abduction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.PIP5Flexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.DIP5Flexion
  7.999999999999999e-01,  8.719672095507527e-01, -1.037761677746382e-01, -7.250012318266717e-02,  3.359980782976185e-01,  2.109285345592319e-01, -4.681172318040970e-04, -5.079251662005704e-02,  2.068437859130806e-01,  2.306280566095426e-01,  4.820880891816119e-01,  1.980611841394700e-02, -1.567387933284853e-04,  1.059826546287949e-04,  6.271808824139415e-02,  1.422077738115686e-01,  3.693571441169841e-01,  1.980611841394700e-02, -5.056649287039551e-04,  8.804886583836022e-02,  3.440927509364324e-01,  1.174465894793306e-02,  3.615512776171927e-02, -1.759310896071847e-02,  4.731473488928177e-04,  4.746996418658735e-02,  4.641294767733505e-01, -1.538240950025956e-01,  6.170119847170777e-03,  3.946292411890578e-01
  8.100000000000001e-01,  8.608198268852663e-01, -1.147597972575321e-01, -8.001621430788548e-02,  3.307698913753903e-01,  2.033708569902025e-01, -4.678592104186364e-04, -4.939565810360626e-02,  1.817348543086791e-01,  2.287637520394333e-01,  4.346988118214664e-01,  2.046478291469154e-02, -1.589981342978747e-04,  1.113649385686340e-04,  4.729174895782000e-02,  1.415894332857808e-01,  3.691347631907741e-01,  2.046478291469154e-02, -5.058615284268614e-04,  8.843553990359031e-02,  3.451000348419464e-01,  5.077410839409287e-03,  3.473778251801431e-02, -1.857760895528875e-02,  4.723217626332164e-04,  4.798129429830022e-02,  4.653702603400507e-01, -1.630553622344927e-01, -1.081264320337429e-02,  3.871909190761266e-01
  8.200000000000001e-01,  8.481972881269552e-01, -1.276919453266601e-01, -8.804746209980242e-02,  3.251923954271423e-01,  1.948859280534224e-01, -4.682932966905352e-04, -4.764479167905289e-02,  1.563175237201832e-01,  2.248992299882759e-01,  3.858621678144574e-01,  2.061329278930684e-02, -1.623113374450783e-04,  1.167337072306666e-04,  3.087834390186741e-02,  1.405498569013528e-01,  3.686076740454794e-01,  2.061329278930684e-02, -5.062666120149246e-04,  8.892741301416188e-02,  3.448001098073344e-01, -1.227195063420842e-03,  3.189015155278978e-02, -2.038421838985087e-02,  4.726507802780954e-04,  4.857211028635122e-02,  4.663954466352165e-01, -1.720342142483427e-01, -2.956071961329210e-02,  3.788890117202597e-01
  8.300000000000000e-01,  8.343382845182277e-01, -1.423822563317408e-01, -9.637716824152756e-02,  3.194611557412137e-01,  1.856663465328042e-01, -4.698230227829055e-04, -4.558641951895296e-02,  1.311553301686560e-01,  2.190812083039631e-01,  3.378312039726268e-01,  2.022548194122817e-02, -1.663820902509712e-04,  1.218665575934731e-04,  1.386203865918475e-02,  1.390940184248145e-01,  3.677682936303427e-01,  2.022548194122817e-02, -5.067718742992777e-04,  8.949531933807157e-02,  3.430702399385868e-01, -7.062601071678402e-03,  2.770761369825534e-02, -2.294410536902625e-02,  4.741071967951300e-04,  4.920166613834637e-02,  4.670466470906772e-01, -1.802555981343689e-01, -4.924293366379178e-02,  3.701532463436455e-01
  8.400000000000000e-01,  8.195723618906500e-01, -1.584995989308818e-01, -1.047256177054857e-01,  3.136989073170245e-01,  1.759243799222649e-01, -4.728416368449277e-04, -4.333837943168982e-02,  1.067635456979982e-01,  2.116818388386650e-01,  2.927322496826092e-01,  1.933918341570588e-02, -1.707816788332359e-04,  1.266049414069450e-04, -3.269792860545153e-03,  1.372843375543848e-01,  3.666279109242718e-01,  1.933918341570588e-02, -5.071957486667038e-04,  9.010815444835205e-02,  3.399436463784731e-01, -1.232422508575865e-02,  2.239153461242440e-02, -2.611588319972144e-02,  4.764444788211796e-04,  4.984279689890235e-02,  4.672094521178478e-01, -1.873238521105702e-01, -6.887755625787613e-02,  3.615317504580613e-01
  8.500000000000001e-01,  8.043021025380656e-01, -1.755647213620431e-01, -1.127510249088204e-01,  3.079496078154187e-01,  1.658756272597570e-01, -4.776117088483294e-04, -4.105710705092216e-02,  8.360924354222381e-02,  2.032876953946784e-01,  2.522123922012293e-01,  1.804502709487535e-02, -1.750826367609888e-04,  1.308993843965279e-04, -1.998916721301525e-02,  1.352307048452970e-01,  3.652175910628134e-01,  1.804502709487535e-02, -5.073247192946104e-04,  9.073835070226130e-02,  3.355777841067538e-01, -1.692455943400615e-02,  1.622047138758384e-02, -2.970974577254855e-02,  4.792961418483922e-04,  5.048092455555880e-02,  4.668346200462662e-01, -1.929968506994098e-01, -8.751608200660206e-02,  3.535621173631017e-01
  8.600000000000000e-01,  7.889670237705956e-01, -1.929929473739838e-01, -1.200973281382631e-01,  3.022295604214514e-01,  1.557627265127708e-01, -4.841679513457210e-04, -3.888672747791407e-02,  6.208489364804443e-02,  1.945230030341033e-01,  2.172171418456478e-01,  1.646698590206297e-02, -1.789903195390934e-04,  1.348217226714122e-04, -3.582729534027301e-02,  1.330630972685771e-01,  3.635803319468829e-01,  1.646698590206297e-02, -5.069752535051808e-04,  9.136708880514696e-02,  3.301969764727474e-01, -2.082025283237694e-02,  9.508070764603253e-03, -3.352133647917285e-02,  4.823112278182257e-04,  5.111107345715512e-02,  4.659420590536502e-01, -1.971950654158299e-01, -1.044227722623764e-01,  3.466343327554259e-01
  8.700000000000000e-01,  7.739998649246733e-01, -2.101819802121854e-01, -1.264746384674973e-01,  2.965936444790122e-01,  1.458764830010874e-01, -4.922964052164143e-04, -3.692019720738934e-02,  4.245368566441494e-02,  1.859058007128730e-01,  1.879937206981344e-01,  1.474169221873255e-02, -1.823992584356740e-04,  1.385230139219112e-04, -5.046119629926025e-02,  1.308992837855033e-01,  3.617578453542994e-01,  1.474169221873255e-02, -5.060427309031808e-04,  9.198513688881692e-02,  3.240355109197072e-01, -2.403545251411263e-02,  2.554561071813809e-03, -3.736531370065674e-02,  4.852430295280915e-04,  5.173433493156356e-02,  4.646072040061582e-01, -1.999832239892706e-01, -1.191794391299762e-01,  3.409150257752727e-01
  8.800000000000000e-01,  7.597908230829320e-01, -2.265979918942944e-01, -1.317194573607208e-01,  2.911678123950754e-01,  1.365397524608558e-01, -5.016016848749941e-04, -3.519149804659872e-02,  2.481768509776050e-02,  1.777923357660358e-01,  1.642899077571865e-01,  1.300201729076695e-02, -1.853557581875727e-04,  1.421590444113370e-04, -6.373799999022445e-02,  1.288232776134788e-01,  3.597795293829420e-01,  1.300201729076695e-02, -5.045081007681390e-04,  9.258926229396804e-02,  3.172999644658168e-01, -2.665660477876491e-02, -4.388692887687932e-03, -4.109409843557767e-02,  4.879542047041034e-04,  5.235510962231409e-02,  4.629393339668250e-01, -2.015329131496485e-01, -1.316825415604944e-01,  3.363660116929948e-01
  8.899999999999999e-01,  7.466592277272093e-01, -2.418292780541027e-01, -1.358040953839461e-01,  2.861338836173742e-01,  1.280584257971011e-01, -5.116173624189042e-04, -3.369195168940482e-02,  9.132015861138331e-03,  1.703901617218798e-01,  1.455953597818520e-01,  1.136699905078498e-02, -1.879761518646276e-04,  1.458316695839061e-04, -7.564582652803331e-02,  1.268799451075869e-01,  3.576560702081241e-01,  1.136699905078498e-02, -5.024067141590301e-04,  9.317776130901483e-02,  3.101510874207105e-01, -2.879653051694997e-02, -1.113259795494516e-02, -4.459980087844131e-02,  4.903687089004491e-04,  5.297984755150438e-02,  4.610626511582843e-01, -2.020795692982834e-01, -1.420721222064678e-01,  3.328260210624787e-01
  9.000000000000000e-01,  7.348395624677114e-01, -2.556066758847704e-01, -1.388078360637363e-01,  2.816831719923154e-01,  1.206674670354793e-01, -5.218789927152845e-04, -3.239384531336970e-02, -4.730547649360759e-03,  1.637978367884866e-01,  1.312506332911393e-01,  9.938775462089287e-03, -1.903723125148282e-04,  1.495638673401107e-04, -8.626288088030919e-02,  1.250822164596193e-01,  3.553754069344185e-01,  9.938775462089287e-03, -4.998029375637784e-04,  9.374644576563704e-02,  3.026991272837774e-01, -3.055467591253289e-02, -1.754392471251319e-02, -4.780558666063471e-02,  4.923937517929462e-04,  5.361663814777912e-02,  4.590959690495709e-01, -2.018817452670625e-01, -1.506361720661493e-01,  3.301087988427309e-01
  9.099999999999999e-01,  7.244402873324249e-01, -2.677752504668759e-01, -1.408437479178623e-01,  2.779841349491241e-01,  1.144982870368750e-01, -5.320857764171568e-04, -3.126421021290598e-02, -1.698529827419211e-02,  1.580354185544228e-01,  1.207708389809420e-01,  8.797736270418712e-03, -1.926567243913053e-04,  1.533699843915376e-04, -9.572249465848356e-02,  1.234231978555175e-01,  3.529175364635098e-01,  8.797736270418712e-03, -4.966860299408255e-04,  9.429477026634132e-02,  2.950262783379673e-01, -3.202872403396824e-02, -2.353812054554040e-02, -5.066477462383946e-02,  4.940120585127107e-04,  5.427756622053276e-02,  4.571811284876434e-01, -2.012012096601270e-01, -1.577533806323235e-01,  3.280537050403025e-01
  9.199999999999999e-01,  7.155183315577381e-01, -2.782559270901985e-01, -1.420405203450946e-01,  2.751460912414799e-01,  1.095925877416075e-01, -5.419156585682719e-04, -3.028296661773743e-02, -2.775910679547313e-02,  1.530917586138904e-01,  1.135501947374226e-01,  8.015744803741523e-03, -1.948990612698410e-04,  1.572116716080579e-04, -1.041425942852226e-01,  1.218935229490157e-01,  3.502471845985323e-01,  8.015744803741523e-03, -4.930741096649289e-04,  9.481541270924139e-02,  2.872042746281788e-01, -3.328406358790977e-02, -2.903758644178858e-02, -5.313812063817836e-02,  4.950975742440209e-04,  5.497351035128412e-02,  4.554325313322184e-01, -2.002709259818937e-01, -1.637671609413706e-01,  3.266091723451938e-01
  9.299999999999999e-01,  7.080769153702042e-01, -2.869839539508491e-01, -1.424968149181154e-01,  2.732335379090526e-01,  1.059340831552783e-01, -5.510781279967423e-04, -2.944551760853123e-02, -3.709127343798409e-02,  1.489437370247946e-01,  1.090931016926495e-01,  7.654274624659002e-03, -1.971690412831800e-04,  1.610713186615693e-04, -1.115937463361668e-01,  1.204965790162758e-01,  3.473369011525753e-01,  7.654274624659002e-03, -4.889478741700745e-04,  9.530150029287815e-02,  2.793396450507600e-01, -3.435893516686977e-02, -3.395478649822082e-02, -5.519169881771240e-02,  4.955375826417808e-04,  5.571370725566881e-02,  4.539723437163418e-01, -1.992890156555160e-01, -1.689376249509047e-01,  3.258444886030105e-01
  9.399999999999999e-01,  7.021039485499168e-01, -2.938735866733169e-01, -1.422775186529493e-01,  2.722701269706564e-01,  1.034820922367530e-01, -5.592065561777751e-04, -2.876792415185689e-02, -4.487972944698931e-02,  1.455774651127133e-01,  1.069712053897209e-01,  7.766054943964169e-03, -1.995431718887300e-04,  1.649530681833762e-04, -1.180653460443621e-01,  1.192633829950484e-01,  3.441800977574317e-01,  7.766054943964169e-03, -4.842902785574737e-04,  9.574487208013985e-02,  2.716004105685222e-01, -3.524093327905933e-02, -3.817315448816855e-02, -5.679136834511118e-02,  4.952054002017821e-04,  5.650063166944133e-02,  4.529149341513406e-01, -1.983983866434997e-01, -1.733628997521223e-01,  3.259861249419070e-01
  9.500000000000000e-01,  6.976093866933173e-01, -2.987850341096284e-01, -1.414120702114051e-01,  2.722441027959968e-01,  1.021953058265910e-01, -5.657863991225393e-04, -2.829000430709614e-02, -5.086487774317570e-02,  1.430117370633114e-01,  1.068409650815718e-01,  8.390253284624970e-03, -2.021046171621043e-04,  1.688808720415170e-04, -1.234459863237625e-01,  1.182628146733061e-01,  3.408126723017940e-01,  8.390253284624970e-03, -4.791146381728778e-04,  9.613473978848654e-02,  2.642387890636472e-01, -3.587159823014599e-02, -4.154330104782343e-02, -5.790573831722191e-02,  4.939626972731877e-04,  5.732418235444516e-02,  4.523532155110987e-01, -1.976679835885056e-01, -1.769151998638358e-01,  3.274448432334205e-01
  9.600000000000000e-01,  6.946849110098755e-01, -3.014757234870750e-01, -1.398913725363967e-01,  2.731168955304354e-01,  1.020531659753151e-01, -5.701010841886343e-04, -2.807918448042272e-02, -5.461767956924763e-02,  1.413431841953215e-01,  1.084983218400786e-01,  9.544164629921994e-03, -2.049115878595798e-04,  1.728708521652007e-04, -1.275024190936744e-01,  1.176077316569057e-01,  3.373410168287855e-01,  9.544164629921994e-03, -4.735024242683100e-04,  9.645404673879431e-02,  2.576133148576531e-01, -3.615888705087729e-02, -4.388253652713001e-02, -5.850942596211922e-02,  4.916599578648523e-04,  5.815299101351754e-02,  4.523398733516855e-01, -1.970736144452767e-01, -1.791775604037913e-01,  3.308435573126048e-01
  9.700000000000000e-01,  6.935844744259315e-01, -3.015379063997635e-01, -1.376607454109041e-01,  2.748398448194114e-01,  1.030794238766306e-01, -5.712194743541268e-04, -2.823703730675485e-02, -5.551558368834388e-02,  1.408147289290279e-01,  1.119840807659982e-01,  1.121417841160095e-02, -2.079146321771683e-04,  1.768735108393854e-04, -1.298477145454536e-01,  1.174574697826546e-01,  3.339726507160901e-01,  1.121417841160095e-02, -4.676501625537422e-04,  9.667404444343862e-02,  2.522111013979367e-01, -3.596989455788838e-02, -4.496975692978151e-02, -5.858076979714713e-02,  4.881309813783532e-04,  5.892264786922798e-02,  4.528579768501454e-01, -1.964773118760949e-01, -1.793666265329616e-01,  3.370588535756123e-01
  9.800000000000000e-01,  6.948125610736020e-01, -2.983467008201189e-01, -1.346079725230438e-01,  2.773681597904467e-01,  1.053589816575099e-01, -5.680672921241353e-04, -2.891114981364614e-02, -5.269231301272699e-02,  1.418917820340660e-01,  1.177031968442549e-01,  1.335149895448549e-02, -2.108033008312790e-04,  1.806863159083123e-04, -1.298957003065309e-01,  1.180170865710263e-01,  3.310431385383090e-01,  1.335149895448549e-02, -4.619303256616663e-04,  9.674741312165941e-02,  2.486675397490465e-01, -3.510630049795529e-02, -4.453075475867443e-02, -5.808544405291411e-02,  4.831618578741974e-04,  5.952330498352431e-02,  4.537644598709984e-01, -1.956057745643661e-01, -1.762258491299171e-01,  3.472960874117586e-01
  9.900000000000000e-01,  6.991956136894798e-01, -2.911035177199799e-01, -1.305924535801491e-01,  2.807166021455690e-01,  1.090720531055167e-01, -5.597139802331546e-04, -3.032679313430132e-02, -4.500433029198774e-02,  1.453351098527870e-01,  1.268013111434694e-01,  1.585939498089636e-02, -2.127171699122319e-04,  1.838509872189986e-04, -1.267899285054647e-01,  1.195208947776629e-01,  3.290485446061893e-01,  1.585939498089636e-02, -4.569165871334094e-04,  9.660430256695905e-02,  2.478164953457949e-01, -3.329997980120970e-02, -4.223816586616784e-02, -5.698774771113671e-02,  4.765077127502128e-04,  5.979637529439596e-02,  4.547297157911539e-01, -1.940479426525796e-01, -1.678919282606480e-01,  3.631856448080982e-01
  1.000000000000000e+00,  7.079374726952871e-01, -2.788903719130209e-01, -1.254004989493747e-01,  2.848894300363203e-01,  1.144337540802666e-01, -5.457674475665633e-04, -3.282218806811742e-02, -3.096202128222395e-02,  1.522523493895337e-01,  1.413904024541767e-01,  1.861656139109815e-02, -2.119526568489154e-04,  1.854883440076703e-04, -1.193443641199389e-01,  1.222267636922196e-01,  3.286511866697024e-01,  1.861656139109815e-02, -4.535424022739126e-04,  9.613821823281644e-02,  2.506924375139768e-01, -3.017269788635327e-02, -3.762755559326621e-02, -5.521848703398193e-02,  4.677559247958330e-04,  5.953449088026545e-02,  4.550786245943278e-01, -1.912410162777317e-01, -1.516796461427980e-01,  3.869504410286275e-01
  1.010000000000000e+00,  7.226686513839822e-01, -2.610109901812455e-01, -1.189070190746133e-01,  2.900190104149088e-01,  1.217360915206363e-01, -5.270604718852447e-04, -3.690836465614995e-02, -8.700214132347095e-03,  1.641489934187521e-01,  1.653861900220375e-01,  2.142945151681567e-02, -2.054246166195563e-04,  1.840835997764958e-04, -1.059043353198255e-01,  1.263722405804623e-01,  3.307285361171942e-01,  2.142945151681567e-02, -4.532435203943840e-04,  9.520475327154665e-02,  2.586539447920567e-01, -2.524092397325776e-02, -3.009392987056435e-02, -5.260226748802484e-02,  4.563964334667415e-04,  5.851419387939252e-02,  4.537300125539585e-01, -1.865162561148276e-01, -1.238627314500229e-01,  4.214164100358804e-01
  1.020000000000000e+00,  7.452827626836930e-01, -2.372890891138035e-01, -1.111637203443703e-01,  2.964847238976078e-01,  1.313200784915187e-01, -5.060467330571406e-04, -4.323460857053711e-02,  2.356017294489414e-02,  1.828321202878312e-01,  2.065536865168556e-01,  2.398058777787324e-02, -1.887719190160390e-04,  1.772354563288211e-04, -8.437465609849000e-02,  1.321514722100032e-01,  3.364808005589884e-01,  2.398058777787324e-02, -4.583382754964881e-04,  9.360802386353188e-02,  2.734011098557336e-01, -1.789040840863955e-02, -1.874813945884261e-02, -4.895933791475017e-02,  4.421834267330864e-04,  5.653098551367795e-02,  4.492833199777249e-01, -1.791666795093654e-01, -7.968370782767972e-02,  4.694672383968578e-01
  1.030000000000000e+00,  7.773009437975523e-01, -2.083079850440600e-01, -1.026841133739637e-01,  3.053656364841202e-01,  1.437383246753270e-01, -4.857150623245964e-04, -5.212893777424401e-02,  6.611320163854816e-02,  2.094122237587034e-01,  2.808208556965895e-01,  2.558561002913070e-02, -1.582016333927862e-04,  1.617449726748308e-04, -5.270216155526376e-02,  1.396443498042089e-01,  3.478104587576014e-01,  2.558561002913070e-02, -4.727844628743759e-04,  9.114006120432264e-02,  2.968860584245445e-01, -7.572453004767442e-03, -2.287727885256727e-03, -4.421881727621445e-02,  4.267186209727212e-04,  5.346718191604524e-02,  4.407792341847298e-01, -1.687229604204907e-01, -1.435818342083705e-02,  5.316352049814379e-01
  1.040000000000000e+00,  8.195937357478131e-01, -1.764110920388985e-01, -9.579798850447822e-02,  3.196088114714183e-01,  1.604884063631376e-01, -4.750320745890066e-04, -6.103110736691655e-02,  1.496540693348197e-01,  2.379028979112068e-01,  2.013932278996927e-01,  2.419259571616245e-02, -1.103297874639643e-04,  1.346353848198979e-04, -8.751071343646787e-03,  1.485248289769182e-01,  3.676920982351837e-01,  2.419259571616245e-02, -5.004204216223676e-04,  8.778598423577104e-02,  3.320225779052051e-01,  5.557641653995249e-03,  2.082465568289664e-02, -3.905142888803976e-02,  4.163209569973685e-04,  4.972602681203347e-02,  4.304600270769251e-01, -1.558865979421745e-01,  7.292898959632117e-02,  6.020277318815728e-01
  1.050000000000000e+00,  8.685150114974062e-01, -1.410891815880403e-01, -9.073462572249259e-02,  3.411660834174954e-01,  1.826644049018415e-01, -4.636444895438933e-04, -6.603168502939895e-02,  2.553167561444808e-01,  2.593584119382067e-01,  1.729170390657977e-01,  1.662683514637790e-02, -6.037793486097296e-05,  9.927964600177145e-05,  4.575926059266271e-02,  1.583735381261646e-01,  4.001975939966668e-01,  1.662683514637790e-02, -5.482440220031870e-04,  8.408278076043406e-02,  3.795628579030121e-01,  1.967161225597386e-02,  5.427428800079911e-02, -3.705957226178361e-02,  4.238037838185251e-04,  4.595103187624975e-02,  4.243641077007531e-01, -1.427296157743057e-01,  1.739349475469278e-01,  6.671239049218339e-01
  1.060000000000000e+00,  9.211095464113824e-01, -9.972427940244756e-02, -8.160039483389904e-02,  3.649981958781701e-01,  2.051833737428245e-01, -4.428559621528425e-04, -6.946461823630883e-02,  3.620379527604478e-01,  2.785843756332728e-01,  2.750125703961063e-01,  2.858314636554755e-03, -1.881509856706762e-05,  6.461997780706333e-05,  1.133775203673237e-01,  1.706776089112424e-01,  4.411313583109119e-01,  2.858314636554755e-03, -6.153310275704168e-04,  8.013944700489456e-02,  4.396215358622028e-01,  3.626385855244342e-02,  1.069235485937151e-01, -5.262787772258417e-02,  4.504529983146328e-04,  4.242046180835005e-02,  4.281135790011492e-01, -1.285527361201403e-01,  2.766816420098390e-01,  7.171595821609766e-01
  1.070000000000000e+00,  9.749710495014060e-01, -5.278448375336856e-02, -6.663819753852895e-02,  3.883624812516860e-01,  2.232261243249899e-01, -4.133010919009374e-04, -7.060062297510170e-02,  4.764529202621356e-01,  2.907987453208163e-01,  4.171400091701492e-01, -1.609465075203804e-02,  6.165264280597139e-06,  3.586737048331056e-05,  1.945152113382299e-01,  1.842302885624819e-01,  4.846496988051551e-01, -1.609465075203804e-02, -6.901284998158833e-04,  7.639069374140822e-02,  5.081389257166669e-01,  5.398610240271822e-02,  2.063282729450970e-01, -1.645945081844078e-01,  4.908986055985520e-04,  4.006753205484424e-02,  4.435394283541180e-01, -1.157152663164424e-01,  3.709458607439831e-01,  7.495276540851981e-01
  1.080000000000000e+00,  1.028424875443703e+00, -5.564107704707524e-04, -4.502886591601071e-02,  4.077031162312688e-01,  2.319704145096854e-01, -3.772577581377641e-04, -6.960241378100553e-02,  5.967273269738737e-01,  2.939992511382163e-01,  5.480932980469302e-01, -3.416674859311992e-02,  6.233460475944874e-06,  1.683824621477611e-05,  2.868959333379019e-01,  1.975515657886646e-01,  5.215409203457221e-01, -3.416674859311992e-02, -7.460429995193884e-04,  7.370379227005276e-02,  5.843738307652252e-01,  7.052155795457232e-02,  3.463158954536928e-01, -4.046639858808921e-01,  5.274296328922736e-04,  3.944214392113866e-02,  4.654451124389686e-01, -1.061185860796243e-01,  4.550266782469292e-01,  7.660564655195635e-01
  1.090000000000000e+00,  1.077867302487005e+00,  5.484773667176726e-02, -1.751662150503984e-02,  4.190814920108715e-01,  2.298723730688328e-01, -3.330803016308764e-04, -6.697845220690264e-02,  7.191524195344507e-01,  2.840449914824799e-01,  6.371822594705437e-01, -3.964288123833767e-02, -1.296633940642660e-05,  5.441066731324608e-06,  3.894838724386224e-01,  2.043520844887919e-01,  5.371164805160331e-01, -3.964288123833767e-02, -7.981176139211982e-04,  7.175381259524753e-02,  6.809588440040019e-01,  8.050099430014926e-02,  4.115117460576904e-01, -5.069490128319614e-01,  5.696668046584495e-04,  3.894070780230807e-02,  4.943026972811524e-01, -1.016273338746421e-01,  5.203560040475476e-01,  7.633739015190545e-01
  1.100000000000000e+00,  1.121217506681367e+00,  1.106047354297431e-01,  1.367035278691874e-02,  4.205841219263700e-01,  2.193030023315520e-01, -2.851096279484859e-04, -6.402805016341426e-02,  8.399561194829956e-01,  2.624245657899775e-01,  6.415262210706095e-01, -2.978247491644127e-02, -4.103229484537008e-05, -1.078868768209149e-06,  4.967676349858154e-01,  2.009012366682769e-01,  5.259338081009137e-01, -2.978247491644127e-02, -8.520722500320572e-04,  7.013197292743668e-02,  7.917353463669161e-01,  8.078434935820088e-02,  3.925531552518123e-01, -4.671898351163000e-01,  6.192379836219955e-04,  3.744487314164142e-02,  5.277540607792813e-01, -1.032131343942967e-01,  5.630964527334555e-01,  7.476180076978578e-01
  1.110000000000000e+00,  1.158210996379333e+00,  1.637764044109431e-01,  4.541016212685903e-02,  4.133119989427537e-01,  2.045006623406813e-01, -2.429743625066402e-04, -6.231674948590781e-02,  9.441925726166004e-01,  2.361479239405136e-01,  5.960902658385172e-01, -1.268928394519129e-02, -6.638793926455597e-05, -5.589663715134602e-06,  5.998966048189462e-01,  1.883800580555793e-01,  4.940313986446402e-01, -1.268928394519129e-02, -8.985101888280837e-04,  6.866609019427181e-02,  9.079204621837906e-01,  7.234358707625209e-02,  2.931912603471601e-01, -2.985126952247072e-01,  6.656051218597518e-04,  3.475767382726797e-02,  5.603487977160438e-01, -1.101828448549509e-01,  5.869342147018691e-01,  7.272733955062978e-01
  1.120000000000000e+00,  1.190202751896655e+00,  2.122005333265390e-01,  7.389112425421177e-02,  4.007319587277878e-01,  1.890885785007607e-01, -2.162368054612288e-04, -6.228466963318648e-02,  1.024439350175361e+00,  2.125054792843949e-01,  5.406986251954949e-01,  1.986961665078021e-03, -8.625895458479988e-05, -1.238296357558432e-05,  6.895383082193187e-01,  1.722079917580922e-01,  4.539668239110606e-01,  1.986961665078021e-03, -9.086677681484299e-04,  6.707461789689162e-02,  1.016493365582491e+00,  6.056948685947746e-02,  1.522581619653696e-01, -8.185298726936567e-02,  6.858696980668739e-04,  3.136967269122199e-02,  5.838900181184995e-01, -1.202759492098738e-01,  6.020356861690153e-01,  7.088989892696667e-01
  1.130000000000000e+00,  1.217879731229064e+00,  2.538321726222996e-01,  9.630059193216949e-02,  3.865500383708152e-01,  1.750309920285709e-01, -2.074225124241602e-04, -6.376388256923486e-02,  1.081629074662754e+00,  1.956664394454179e-01,  4.893051915133471e-01,  1.117088189509339e-02, -9.989103859819091e-05, -2.610959846546347e-05,  7.612435707313379e-01,  1.571450178596428e-01,  4.144399344434509e-01,  1.117088189509339e-02, -8.740373847629519e-04,  6.448282978691272e-02,  1.097629943296559e+00,  5.116328969928335e-02,  6.555467573693396e-02, -8.426268198364896e-03,  6.721469302934414e-04,  2.732192803874029e-02,  5.947054724646592e-01, -1.307132752915488e-01,  6.145419403504959e-01,  6.944374638351152e-01
